Soru,Cevap
Aşağıdakilerden hangisi Avukatlık mesleği ile ilgili yanlış bir bilgidir?,"Avukatlık, niteliği bağlamında, hâkimlik ve Cumhuriyet savcılığından farklı olarak ikili bir görünüm arz eder : AvK m. 1 hükmünde de vurgulandığı üzere, avukatlık hem bir kamu hizmeti hem bir serbest meslektir. Avukatlığın bir serbest meslek olması, onun ticarî bir faaliyet olduğu anlamına gelmez. Avukatlar vergi mükellefidir; bununla birlikte mesleklerini, kural olarak kendi nam ve hesaplarına, kendi kişisel sorumlulukları altında müvekkillerine yardım ederek yürütürler."
ahlâk kavramına modern toplumların birliğini ve bütünlüğünü sağlamada gördüğü işlevler açısından önem yükleyen sosyolog aşağıdakilerden hangisidir? ,Cevap bulunamadı
Aşağıdakilerden hangisi BM İnsan Hakları Evrensel Beyannamesinin adil yargılanma hakkı ile ilgili maddelerinden bir tanesi değildir?,"Yaşamak, özgürlük ve kişi güvenliği herkesin hakkı bildirgenin 3.maddesidir ve adil yargılanma hakkıyla bir ilişkisi bulunmamaktadır."
Aşağıdakilerden hangisi 5176 Sayılı Kanun'un kapsamı dışındadır?,"5176 Sayılı Kanunun kapsamına hangi kamu personelinin gireceği birinci maddenin ikinci fıkrasında belirtilmiştir. Buna göre, genel bütçeye dahil daireler, katma bütçeli idareler, kamu iktisadi teşebbüsleri, döner sermayeli kuruluşlar, mahalli idareler ve bunların birlikleri, kamu tüzel kişiliğini haiz olarak kurul, üst kurul, kurum, enstitü, teşebbüs, teşekkül, fon ve sair adlarla kurulmuş olan bütün kamu kurum ve kuruluşlarında çalışan; yönetim ve denetim kurulu ile kurul, üst kurul başkan ve üyeleri dahil tüm personel bu Kanun kapsamındadır."
"""...gerek yasalar karşısında gerekse mahkemelerde ayrımcılık yasaktır. Kişinin dili, dini, milliyeti, cinsiyeti, cinsel yönelimi nedeniyle ayrımcılık yapılmayacağı gibi yargılama söz konusu olduğunda yurttaş ya da yabancı ayrımı da yapılamaz."" 
Yukarıda yer alan ifade hukuk devletinin hangi ilkesiyle doğrudan ilgilidir?",Cevap bulunamadı
"I. Görevi herhangi bir etki altında kalmadan yapmak.
II. Uyuşmazlığın taraflarından birini yek diğerinden ayırmamak.
III. Kurum veya organdan emir almamak.
IV. Yasamanın, yürütme erkininin baskısı altında kalmamak.
V. Yan tutmamak.
Yukarıdakilerden hangilerinin yerine getirilmesi ‘Bağımsızlık’ ilkesine uymak anlamına gelmektedir? ","Bağımsızlık ve tarafsızlık, genellikle bir arada anılan ve birlikte kullanılan iki kavramdır. Ancak bu ilkelerin içerikleri birbirinden farklıdır. Bağımsızlık, görevin herhangi bir etki altında kalmadan, bir kişi, kurum veya organdan emir almadan, yasamanın, yürütme erkinin ve diğer dış etkilerin baskısı altında kalmadan yerine getiril(ebil)mesi anlamına gelir. Buna karşılık, biraz aşağıda göreceğimiz tarafsızlık ise, özünde, yan tutmamak, uyuşmazlığın taraflarından birini yek diğerinden ayırmamak veya kayırmamak anlamına gelir."
Aşağıdakilerden hangisi Kantçı anlamda saygı anlayışı ile örtüşen bir yaklaşımdır?,"Kant’a göre her insan saygıyı hak eder. “Kendi kendimizin sahibi olduğumuz için değil rasyonel varlıklar olduğumuz için akıl sahibi olduğumuz aynı zamanda özerk varlıklar  olduğumuz özgürce seçebildiğimiz ve eyleyebildiğimiz için saygıyı hak ederiz.” Özerklik insanlarla şeyler arasındaki farkı belirler; saygı insanların özelde kim olduklarından bağımsız insanlara borçlu olduğumuz ödevdir. Kantçı saygı sevgiden, dayanışmadan, sempatiden ve ortak duygudan farklıdır. Çünkü bunlar diğer insanların özelde kim oldukları ile ilgilidir. Tanıdıklarımızı severiz, dostlarımızla dayanışma içindeyizdir.
Kantçı anlamda saygı ise hepimizde olan rasyonel kapasiteye ve insanlığa gösterilen saygıdır."
"Üçüncü kişinin tarafları bir araya getirerek müzakere edebilmelerini sağladığı ve aralarındaki iletişimi kolaylaştırdığı, çözüme ilişkin karar verme yetkisinin taraflarda kaldığı, sürece ilişkin tavsiye veya karar verme yetkisinin ise üçüncü kişide olduğu bir yapılandırılmış uyuşmazlık çözüm sürecidir. Tanımı yapılan kavram aşağıdakilerden hangisidir?","En genel tanımıyla arabuluculuk, üçüncü kişinin tarafları bir araya getirerek müzakere edebilmelerini sağladığı ve aralarındaki iletişimi kolaylaştırdığı, çözüme ilişkin karar verme yetkisinin taraflarda kaldığı, sürece ilişkin tavsiye veya karar verme yetkisinin ise üçüncü kişide olduğu bir yapılandırılmış uyuşmazlık çözüm sürecidir (Özbek, 2017)."
"I. İş etiği
II. Barış etiği
III. Çevre etiği
IV. Tıp etiği
V. Bilim etiği
Yukarıdaki etiklerden hangileri dolaylı mesleki ilgiye sahip meslek etiği örneklerindendir?","Doğrudan mesleki ilgiye sahip meslek etiği örnekleri : iş etiği, tıp etiği ve bilim etiğidir. Dolaylı mesleki ilgiye sahip meslek etiği örnekleri ise çevre etiği ve barış etiğidir. Doğru cevap D'dir."
Aşağıdakilerden hangisi tıp etiğinin belli başıl konuları arasında yer almamaktadır?,Cevap bulunamadı
Aşağıdaki seçeneklerden hangisi şüpheye düşürme nedeni ile hakim reddi kapsamına giren maddelerden değildir?,Red sebepleri aşağıdaki gibi sıralanabilir ;
"Aşağıdakilerden hangisi ya da hangileri yazı işleri hizmeti görevlileri ve icra ve iflas memurlarının tabi oldukları etik kurallar arasında yer alır?
I. Tarafsızlık
II. Menfaat çatışmasından kaçma
III. Gizlilik
IV. Gizlilik","Yazı işleri hizmeti görevlileri ve icra ve iflas memurlarının tabi oldukları etik kurallar arasında, tarafsızlık, menfaat çatışmasından kaçınma, gizlilik, eşitlik, ehliyet ve özen ve mesleğe yaraşırlık yer alır. Buna göre doğru cevap E şıkkıdır."
" İnsanların cinsiyet, ırk, renk, dil, din, siyasi veya başka görüş, ulusal veya toplumsal köken, bir ulusal
azınlığa mensup olma, mülkiyet, doğum veya diğer statüler gibi herhangi bir temelde ayrımcılığa maruz
kalmaksızın insan haklarına sahip olmalarının ve insan haklarından yararlanmalarının güvencesini aşağıdaki ilkelerden hangisi oluşturur?","Ayrımcılık yasağı, insanların cinsiyet, ırk, renk, dil, din, siyasi veya başka görüş, ulusal veya toplumsal köken, bir ulusal azınlığa mensup olma, mülkiyet, doğum veya diğer statüler gibi herhangi bir temelde ayrımcılığa maruz kalmaksızın insan haklarına sahip olmalarının ve insan haklarından yararlanmalarının güvencesini oluşturur."
"........, tarafların, yargılama esnasında ortaya konulan her türlü bilgi, belge ve delile ulaşabilmeleri anlamına gelmektedir.
Yukarıdaki cümlede boş bırakılan yere aşağıdakilerden hangisi getirilmelidir?","Çelişmeli yargı ilkesi, tarafların, yargılama esnasında ortaya konulan her türlü bilgi, belge ve delile ulaşabilmeleri anlamına gelmektedir. Bu hak “kural olarak, bir hukuk ya da ceza davasının taraflarının ileri sürülen deliller ve sunulan görüşlerle ilgili bilgiye sahip olması” anlamına gelir. Bu bağlamda, bir ceza davasında bu hak “savcılık makamının, sanığın lehinde veya aleyhindeki tüm delilleri, dava sırasında kullanılsın veya kullanılmasın savunmaya sunulmasını” da gerektirir."
Aşağıdakilerden hangisi hediye alma yasağı kapsamındadır?,"Aşağıda belirtilenler ise hediye alma yasağı kapsamındadır (Yönetmelik m. 15 fıkra 7):
a. Görev yapılan kurumla iş, hizmet veya çıkar ilişkisi içinde bulunanlardan alınan karşılama, veda ve kutlama hediyeleri, burs, seyahat, ücretsiz konaklama ve hediye çekleri,
b. Taşınır veya taşınmaz mal veya hizmet satın alırken, satarken veya kiralarken piyasa fiyatına göre makul olmayan bedeller üzerinden yapılan işlemler,
c. Hizmetten yararlananların vereceği her türlü eşya, giysi, takı veya gıda türü hediyeler,
d. Görev yapılan kurumla iş veya hizmet ilişkisi içinde olanlardan alınan borç ve krediler"
Bir insan hakkına sahip olmak için aşağıdakilerden hangi koşul olmalıdır?,"Bir insan hakkına sahip olmak için, insan olarak doğmuş olmak yeterlidir. Doğru cevap D seçeneğidir."
Aşağıdakilerden hangisi yazı işleri hizmeti görevlileri ve icra ve iflas memurlarının tabi oldukları etik kurallar arasında yer almamaktadır?,Doğru cevap E'dir. Diğer tüm seçenekler etik kurallara ilişkindir.
Mesleki eylemin ne zaman ve hangi koşullarda haklı doğru ve yerinde olduğu ile ilgili ilke ve kurallar bütününe ne ad verilir?,"Mesleki eylemin ne zaman ve hangi koşullarda haklı doğru ve yerinde olduğu ile ilgili ilke ve kurallar bütününü ifade eden kavram ""meslek etiği""dir. Doğru cevap A'dır."
Aşağıda ifade edilen özelliklerden hangisi Birleşmiş Milletler Çocuk Hakları Sözleşmesi ile ilgili değildir?,"Diğer maddeler Çocuk Hakları Bildirgesine uygun iken B seçeneği yanlış bilgi içermektedir. On sekiz yaşından küçük olanlara, işledikleri suçlar nedeniyle idam cezası ve salıverilme koşulu bulunmayan ömür boyu hapis cezası verilemez. "
Aşağıdaki seçeneklerden hangisi ikinci kuşak haklardan biridir ?,Birinci kuşak haklar;
"Kişinin bağımsız ve tarafsız bir mahkemede suçu sabit görülene kadar masum
sayılacağını ifade eden tanım aşağıdakilerden hangisidir?","Masumiyet karinesi, kişinin bağımsız ve tarafsız bir mahkemede suçu sabit görülene kadar masum sayılacağını ifade etmektedir"
"Liberalizmin aşırı mülkiyetçi ve bireyci yaklaşımını eleştirmekte, mülkiyet hakkının yanı sıra başka hakların da göz önünde tutulması gerektiğini savunmakta, kendisinin daha özgürleştirici ve katılımcı bir yaklaşıma sahip olduğunu iddia eden öğretiye ne ad verilmektedir?",Cevap C şıkkıdır. Diğer seçenekler tanıma uygun değildir.
Bir kişiye aşağıdakilerden hangisi hakkında farklı davranılabilir?,İşlediği suç.
Aşağıdakilerden hangisi meslek etiği ve pratik etik alanındaki çalışmaların ele aldığı konular arasında değildir? ,"Meslek etiği ve pratik etik alanındaki çalışmaların ele aldığı konular arasında küresel ısınma, çevre kirliliği, biyoetik sorunlar, kürtaj, ötenazi, ırkçılık başta olmak üzere her türlü ayrımcılık, dünya genelinde yaşanan eşitsizlik vb. sorunlar yer alır."
"Türkiye özelinde kaç yılında, Yargı­tay Başkanlar Kurulunun önerisi üzerine Yargıtay Büyük Genel Kurulu tarafından Yargıtay Yargı Etiği Kuralları kabul edilmiştir?","Türkiye özelinde 2017 yılında, Yargı­tay Başkanlar Kurulunun önerisi üzerine Yargıtay Büyük Genel Kurulu tarafından Yargıtay Yargı Etiği Kuralları kabul edilmiştir. Bu kurallar ile Yargıtay üyeleri ile tetkik hâkimlerinin etik dav­ranış standartlarını oluşturarak onlara rehberlik sunmak, yasama ve yürütme mensupları ile avu­katların ve toplumun yargıyı daha iyi anlamalarına ve yargıya destek olmalarına yardımcı olmak, etik ilkelere uymanın öncelikle hâkimlere düşen asli bir sorumluluk olduğu gerçeğini göz ardı etmeden hâkimler üzerinde bağlayıcı mesleki davranış ku­rallarını tamamlamak amaçlanmaktadır."
Aşağıdakilerden hangisi adil yargılanma hakkının hukuk devletinin temel zorunluluklarından biri olma sebeplerinden değildir?,"Adil yargılanma hakkı, hukuk devletinin temel zorunluluklarından birisidir. Zira ister medeni yargılama olsun ister ceza yargılaması, yargılamanın her aşamasında hem kişileri güvence altına alan usul kurallarını belirler hem de mahkemeleri bağımsız ve tarafsız olmaya, objektif karar vermeye zorlar. Adil yargılama hakkı söz konusu olduğunda dikkate alınan husus, yargılama sonucu verilen karar değil o kararın alınması sürecidir. Süreç adil olduğunda,sonucun da adil olacağı varsayılır. Adil yargılanma hakkı, yargılamanın bütün aşamalarına ilişkindir."
"I- Medeni hakları kullanma ehliyetine sahip, Türkiye Cumhuriyeti vatandaşları ile Türkiye’de ikamet eden yabancı gerçek kişiler tarafından yapı­labilir.
II- Başvuruda bulunabilmek için başvu­ranın menfaatinin etkilenmesi koşulu aranmaz.
III- Yargı organlarında görülmekte olan veya yargı organlarınca karara bağlanmış bulunan uyuşmazlık­lar hakkında Kurula veya yetkili disiplin kurullarına başvuru yapılamaz.
IV-  İhlal iddiası taşıyan başvurular; yazılı dilekçe, elektronik posta veya tutanağa geçirilen sözlü şek­linde yapılabilir.
Kamu Görevlileri Etik Kuruluna başvuru usulü ile ilgili olarak yukarıdaki bilgilerin hangisi doğru olarak verilmiştir?","Medeni hakları kullanma ehliyetine sahip, Türkiye Cumhuriyeti vatandaşları ile Türkiye’de ikamet eden yabancı gerçek kişiler tarafından yapı­labilir. Başvuruda bulunabilmek için başvu­ranın menfaatinin etkilenmesi koşulu aranmaz. Yargı organlarında görülmekte olan veya yargı organlarınca karara bağlanmış bulunan uyuşmazlık­lar hakkında Kurula veya yetkili disiplin kurullarına başvuru yapılamaz. İhlal iddiası taşıyan başvurular; yazılı dilekçe, elektronik posta veya tutanağa geçirilen sözlü şek­linde yapılabilir. Doğru cevap D şıkkıdır."
"Aile mahkemesinde zabıt katibi olarak çalışan A, icra dairesinde çalışmak üzere mülakata giren kardeşi B'ye referans olmuştur.  A'nın bu davranışı esas olarak hangi etik yükümlülüğüne aykırılık teşkil eder?","Adalet personelinin çıkar çatışmasından kaçınması için bazı eylemleri kesinlikle yapmaması gerektiği belirtilebilir. Sayılmayan durumlarda ise personel çıkar çatışması riskini daima değerlendirmekle yükümlüdür. Bu çerçevede adalet personeli;
• Resmi görevlerinin ifasında dürüstlüğüne gölge düşürecek çıkar çatışmasından kaçınır. Ayrıca, çıkar çatışmasının farkına varma, çatışmaları Yargıtay’daki uygun makama bildirme ve ortaya çıktıklarında bu çatışmaları sona erdirme konusunda da en üst düzeyde özen gösterir.
• Kendi adına adli kurumlarla, herhangi bir hizmet, satım veya kira sözleşmesi yapamaz. Konumunu, başkalarının dezavantajlı olacağı şekilde, yakın ailesinden herhangi bir kişinin adli kurumlarla yapacağı bir sözleşmeyi garanti altına alacak şekilde kullanamaz.
• Adli kurumlarda işlem yapan taraflara yardım etmesi veya görevinden kaynaklanan nedenlerle işlemlere katılması nedeniyle herhangi bir ücret, bahşiş, ödül vs. alamaz.
• Kendisinin veya bir yakın aile üyesinin adli kurumlarda çalışmak üzere yaptığı başvuru ve görüşmelere katılamaz, aracılık edemez, referans olamaz, yetkililere bu konuda tavsiye ve telkinde bulunamaz.
• Asıl amacının personelin göreviyle ilgili eylemlerini etkilemek olduğu düşünülebilecek kişi veya kuruluşlardan hediye, kredi, indirim, ayrıcalık, burs veya davet talep ve kabul edemez.
Bu sayılan durumlarda ortaya çıkan çıkar çatışmalarını asgariye indirmenin bir güvencesi olarak adli kurumlar adına sözleşme ve ihale yapma yetkisi olan adalet personelinin göreve başlamadan önce ve görevi sırasında yıllık olarak kendisine, eşine ve geçimini kendisi sağlamayan çocuklarına dair mal bildiriminde bulunması gerekir. Doğru cevap B'dir. "
Aslında bir tür fikir olan adaletin kavramlaştırılmasına duyulan ihtiyacın nedeni aşağıdakilerden hangisidir?,Fikirlerin felsefi düşünmenin konusunu oluşturması kavramlaştırma ile olur. Yani fikirler ancak kavramlaştırılmak suretiyle anlamlı hâle getirilir. Adalet de bir tür fikirdir ve üzerinde düşünebilmek ve konuşabilmek için kavramlaştırılması gerekir. Doğru cevap B'dir.
"Meslek ahlâkı, herhangi bir meslek mensubuna birtakım ahlâki alışkanlıklar kazandırır.Aşağıdakilerden hangisi bu alışkanlıklardan biri değildir?","Meslek ahlâkı, herhangi bir meslek mensubuna birtakım ahlâki alışkanlıklar kazandırır. Bu alışkanlıklara
örnek olarak şunlar gösterilebilir:
-iş ortamında saygınlık kazanma,
-iş ortamındaki güvenirlik,
-iş dünyasında iyi bir imaja sahip olma,
-meslek hayatında karşılaşılacak problemlerin çözümünde kolaylık görme,
-ahlâki değerlerle kalite yönetimi, stratejik planlama gibi alanların yönetilmesine de yardımcı olma,
-ahlâki değerlerle kurumların sosyal sorumluluklarını düzenli bir şekilde yerine getirmesini sağlama,
-ahlâki değerlerle haksız rekabetin engellenmesini sağlama,
-iş ortamında kabul görme."
Geleneksel ahla^ki kontrol mekanizmalarının devreden çıkmasının bir sonucu olarak modern toplumlarda oluşan ahlaki boşluk Durkheim'a göre hangi kurum tarafından doldurulmuştur?,Cevap bulunamadı
"Aşağıdaki durumlardan hangisi yasaklı olduğu haller dışında, hakimin tarafsızlığını şüpheye düşüren hallerden biridir?","Hakimin kendisinin, eşinin, çocuğunun ve babasının davaya taraf olduğu durumlar, davaya bakmasının yasak olduğu ve sınırlı sayma niteliğindeki hallerdendir. Ancak kuzen gibi dördüncü dereceden akrabalık ilişkisinin bulunduğu kişilerin davaya taraf olduğu durumlar, yasaklı olduğu haller dışında, hakimin tarafsızlığını şüpheye düşüren hallerdendir. Doğru cevap ""B"" şıkkıdır. "
Birinci kuşak haklarının güvence altına alınmasında aşağıdakilerden hangisi itici güç görevi görmüştür?,Birinci kuşak hakların güvence altına alınmasında burjuvazi itici güç idi.
Aşağıdakilerden hangisi Suçların ve Cezaların Kanuniliği İlkesinin bir ihlalidir?,"Suçların ve cezaların kanuniliği ilkesi yahut kanunsuz suç ve ceza olmaz ilkesi, kimsenin eylemde bulunduğu zamanda suç sayılmayan bir fiilinden dolayı yargılanamaması; dolayısıyla, bu fiilden ötürü hakkında hüküm verilememesi anlamına gelmektedir. Doğru yanıt C seçeneğidir. "
Eşitlik ilkesinin içeriğinin somutlaştırılması nasıl gerçekleştirilebilir?,"Ayrımcılık yasağı ise eşitlik ilkesinin içeriğinin somutlaştırılmasını, içinin doldurulmasını sağlar. Zira her insan aynı koşullarda dünyaya gelmediği gibi pek çok insan cinsiyeti, cinsel yönelimi, derisinin rengi vb gibi nedenlerle ayrımcı uygulamalara maruz kalmaktadır. Nitekim insan haklarına dair temel belgelerde ayrımcılık yasağına özel bir önem verilmektedir. Doğru cevap B seçeneğidir."
Bangalor Yargısal Davranış İlkeleri hakkında verilen bilgilerden hangisi yanlıştır?,"Bangalor Yargısal Davranış İlkeleri, Birleşmiş Milletler bünyesinde oluşturulan bir grup tarafından yürütülen çalışmalar sonucunda 2001 yılında Hindistan’ın Bangalor kentinde kabul edilmiş, bunu takiben 2002 yılında, çeşitli ülkeleri temsil eden hâkimlerin katıldığı ve Lahey’de düzenlenen toplantıda yapılan değişikliklerle son halini almıştır. Bu metin, pek çok ülkede yargısal etiğe ilişkin olarak yapılan düzenlemelere veya tavsiyelere temel teşkil etmiştir, bugün de aynı etkisini devam ettirmektedir. Nihayetinde Türkiye özelinde de Hakimler ve Savcılar Kurulu (o zamanki adlandırılışıyla Hâkimler ve Savcılar Yüksek Kurulu), 27 Haziran 2006 tarih ve 315 sayılı Kararıyla bu metnin dikkate alınmasını Türk hâkim ve Cumhuriyet savcılarına tavsiye etmiştir."
"Uluslararası Hâkimler Birliği (International Association of Judges) tarafından 1999 yılında, 42 ülkeden hâkim örgütlerinin temsilcilerinin katıldığı Tayvan’daki toplantı sonunda kabul edilen ve on beş maddeden oluşan uluslararası metin aşağıdakilerden hangisidir?","Uluslararası Hâkimler Birliği (International Association of Judges) tarafından 1999 yılında, 42 ülkeden hâkim örgütlerinin temsilcilerinin katıldığı Tayvan’daki toplantı sonunda kabul edilen ve on beş maddeden oluşan Evrensel Hâkimler Şartı da uluslararası bir metindir."
Aşağıdakilerden hangisi BM Çocuk Hakları Komitesi tarafından çocukları ilgilendiren her konuda belirlediği önemli ilkelerden biri değildir? ,"BM Çocuk Hakları Komitesi, çocukları ilgilendiren her hususta dört önemli ilkenin gözetilmesi gerektiğini vurgulamaktadır. Bunlar çocuğun yaşama ve gelişme hakkı, çocuğun görüşlerine saygı ilkesi, çocuğun üstün yararı ilkesi ve ayrımcılık yasağı. Buna göre devletler her türlü karar ve faaliyetlerinde çocuğu esas alarak hareket etmek zorundadır. Hiçbir surette yerel geleneklere uygunluk yahut ekonomik yetersizlik gibi nedenlerle bu ilkeler ihlal edilemez."
"Eğer bir mahkemede kişi, cinsel yönelimi nedeniyle ayrımcılığa uğruyorsa aşağıdaki ilkelerden hangisi çiğneniyordur? ","Hukuk önünde eşitlik ilkesi; hukuk devleti ilkesinin genel ilkelerindendir ve herkesin yasalar karşısında eşit olmasını ve mahkemelerde eşit muamele görmesi hakkını düzenler. Buna göre, gerek yasalar karşısında gerekse mahkemelerde ayrımcılık yasaktır. Kişinin dili, dini, milliyeti, cinsiyeti, cinsel yönelimi nedeniyle ayrımcılık yapılmayacağı gibi yargılama söz konusu olduğunda yurttaş ya da yabancı ayrımı da yapılamaz."
İcra memurunun haczi uygularken alacaklı ile borçlu arasındaki menfaat dengesini gözetmesi ve ölçülü davranması anlamına gelen ilke aşağıdakilerden hangisidir?,"Hacizde tertip (düzen) ilkesi, icra memurunun haczi uygularken alacaklı ile borçlu arasındaki menfaat dengesini gözetmesi ve ölçülü davranması anlamına gelir. Buna göre doğru cevap A şıkkıdır."
Aşağıdakilerden hangisi “insanın fiziksel çevresini değiştirmek için gerçekleştirdiği amaçlı bir çaba” şeklinde tanımlanır?,Çalışma insanın fiziksel çevresini değiştirmek için gerçekleştirdiği amaçlı bir çaba şeklinde tanımlanabilir. 
"""Yargıtay Personeli Etik Davranış İlkeleri” Yargıtay Daire Başkanı ve üyelerinin incelemesinden sonra aşağıdakilerden hangisi tarafından kabul edilmiştir?","2017 yılında, “Yargıtay Personeli Etik Davranış İlkeleri” kabul edilmiş bulunmaktadır. Söz konusu etik ilkeler, “Yargıtay Etik, Şeffaflık ve Güven Projesi kapsamında hazırlanmıştır. Öte yandan bu kuralların hazırlanmasında bizzat Yargıtay personelinin kendisi görev almıştır. Bu etik ilkeler, bir önceki ünitemizde yer verdiğimiz Yargıtay Yargı Etiği İlkelerinin hazırlanmasında görev almış Yargıtay Daire Başkanı ve üyeleri tarafından incelenmiş, daha sonra Yargıtay Birinci Başkanı tarafından kabul edilmiştir."
İşin reddi zorunluluğuna aykırı hareket edilmesi durumunda avukatlık etiğine aykırılık ve disiplin yaptırımı uyarınca hangi yaptırım uygulanır?,"Kınama: Mesleğinde ve davranışında kusurlu sayıldığının avukata bildirilmesidir. AvK m.136 hükmü, Avukatlık Kanununun avukatların hak ve ödevleri ile ilgili altıncı kısmında yazılı esaslara uymayanlar hakkında ilk defasında en az kınama cezasının uygulanacağını öngörmektedir. Bu hâller esas itibariyle şunlardır:
- Sır saklama yükümlülüğünün ihlali
- İşin reddedildiğinin iş sahibine bildirilmemesi,
- İşin reddi zorunluluğuna aykırı hareket edilmesi."
"Aşağıdakilerden hangisi ""insanlar arasında bir tarafa meyletmeden davranmak, herkesin hakkını tanımak, herkese layık olduğu ve hak ettiği şeyi vermek” olarak tanımlanan kavramdır?",Yanıt B şıkkıdır. Diğer şıklar konuya ilişkin değildir.
"Üçüncü kişinin tarafları bir araya getirerek müzakere edebilmelerini sağladığı ve aralarındaki iletişimi kolaylaştırdığı, çözüme ilişkin karar verme yetkisinin taraflarda kaldığı, sürece ilişkin tavsiye veya karar verme yetkisinin ise üçüncü kişide olduğu bir yapılandırılmış uyuşmazlık çözüm sürecine ne ad verilir ?",Üçüncü bir kişinin (arabulucunun) özel hukuktan kaynaklanan bir uyuşmazlık içinde bulunan tarafları bir araya getirerek aralarındaki iletişimi kolaylaştırdığı ve tarafların bu sayede aralarındaki uyuşmazlığı çözme imkânını kendilerinin bulabildiği bir alternatif uyuşmazlık çözümüdür. Arabulucu ise bu işi ifa eden kişidir. 
Seçeneklerden hangisi meta-etik teorileri geleneksel ahlak felsefesinden ayıran önemli bir özelliği ifade etmektedir? ,"Meta-etik teorileri, geleneksel ahlâk felsefesinin üzerinde durduğu, hangi eylemin iyi ve doğru, hangisinin kötü ve yanlış olduğu gibi sorulara değil, doğrunun, iyinin, kötünün ve yanlışın ne demek olduğu gibi sorulara cevap bulmaya çalışır.
Böylece, genel eylem kuralları inşa etmeye çalışan normatif etik teorilerinden ayrılır. Ahlâk filozofunun görevi, insanlara nasihat vermek, herhangi bir yaşam tarzını teklif etmek, herhangi bir dünya görüşünü haklı çıkarmak veya desteklemek, uyulması gereken kurallar koymak yerine etik alanına giren
kavramların, yargıların, önermelerin anlamını ve niteliğini açıklığa kavuşturmaktır."
"İnsan haklarını diğer haklardan üstün kılan, “olması gereken” kavram aşağıdakilerden hangisidir?","İnsan haklarının tanımından çıkarılabilecek diğer bir sonuç ise “olması gerekenin” işaret ettiği ideal, ahlaki boyutudur. İnsan haklarını diğer haklardan üstün kılan da bu ahlakiliğidir."
"""Bilirkişi, kendisine tevdi olunan görevi bizzat yerine getirmekle yükümlü olup, görevinin icrasını kısmen yahut tamamen başka bir kimseye devredemez."" 
Yukarıdaki ifade bilirkişinin hangi etik kurallarıyla doğrudan ilgilidir?",Cevap bulunamadı
Bilirkişi kendi etik kurallarının dışında aşağıdakilerden hangisine tâbidir?,"Bilirkişi yaptığı iş gereği geçici nitelikte (görevi sebebiyle ve görev boyunca) bir kamu görevlisi kabul edilir. Bu sebeple bilirkişi, Kamu Görevlileri Etik Davranış İlkelerine de tâbidir."
"I- Katma bütçeli idareler,
II- Döner sermayeli kuruluşlar,
III- Mahalli idareler ve bunların birlikleri,
IV-Kamu tüzel kişiliğini haiz olarak kurul, üst kurul, kurum, enstitü, teşebbüs, teşek­kül, fon ve sair adlarla kurulmuş olan bütün kamu kurum ve kuruluşlarında çalışan; yönetim ve de­netim kurulu ile kurul, üst kurul başkan ve üyeleri dahil tüm personel,
5176 sayılı Kamu Görevlileri Etik Kurulu Kurulması Hak­kında Kanun kapsamında ile ilgili olarak yukarıdaki bilgilerin hangisi doğru olarak verilmiştir?","Genel bütçeye dahil daireler, katma bütçeli idareler, kamu iktisadi teşebbüsle­ri, döner sermayeli kuruluşlar, mahalli idareler ve bunların birlikleri, kamu tüzel kişiliğini haiz olarak kurul, üst kurul, kurum, enstitü, teşebbüs, teşek­kül, fon ve sair adlarla kurulmuş olan bütün kamu kurum ve kuruluşlarında çalışan; yönetim ve de­netim kurulu ile kurul, üst kurul başkan ve üyeleri dahil tüm personel bu Kanun kapsamındadır. Doğru cevap D şıkkıdır."
Avrupa İnsan Hakları Sözleşmesine göre bir suç ile itham edilen herkes aşağıdaki haklardan hangisine sahip değildir?,Cevap bulunamadı
"Bir avukatın, tanıklara önerilerde bulunamaması ve onlara (mahkemede, keşif sırasında veya benzer bir durumda) nasıl hareket edecekleri hakkında talimat verememesi hangi etik kuralı ile ilgilidir? ","Dürüstlük ilkesinde avukat:
• Tanıklara önerilerde bulunamaz,
• Onlara (mahkemede, keşif sırasında veya benzer bir durumda) nasıl hareket edecekleri hakkında talimat veremez."
Aşağıdakilerden hangisi 5186 sayılı kanun kapsamına giren kamu personelidir?,"5186 sayılı Kanunun kapsamına giren kamu personelleri şu şekilde belirlenmiştir: genel bütçeye dahil daireler, katma bütçeli idareler, kamu iktisadi teşebbüsleri, döner sermayeli kuruluşlar, mahalli idareler ve bunların birlikleri, kamu tüzel kişiliğini haiz olarak kurul, üst kurul, kurum, enstitü, teşebbüs, teşekkül, fon ve sair adlarla kurulmuş olan bütün kamu kurum ve kuruluşlarında çalışan; yönetim ve denetim kurulu ile kurul, üst kurul başkan ve üyeleri dahil tüm personel bu Kanun kapsamındadır. Buna göre doğru cevap A şıkkıdır."
Aşağıdakilerden hangisi adalet meslek etiğinin genel ilkelerinden biri değildir?,"Adalet meslek (veya hukuk) etiğinin genel ilkeleri birdir. Bunlar, bağımsızlık, tarafsızlık, dürüstlük, mesleğe yaraşırlık, eşitlik, ehliyet ve özenle hareket etmektir"
